"data","localizacao","condutividade","condcamp20c"
2018-04-16 00:00:00.000,"352/142",444.0,
2018-10-15 00:00:00.000,"352/142",330.0,
2019-04-15 00:00:00.000,"352/142",560.0,
2019-10-14 00:00:00.000,"352/142",340.0,
2020-04-14 00:00:00.000,"352/142",502.0,
2020-10-19 00:00:00.000,"352/142",420.0,
2021-04-05 00:00:00.000,"352/142",439.0,
2021-10-18 00:00:00.000,"352/142",620.0,
2022-04-04 00:00:00.000,"352/142",515.0,
2000-04-10 00:00:00.000,"352/146",,500.0
2000-10-30 00:00:00.000,"352/146",,425.0
2001-04-02 11:00:00.000,"352/146",,431.0
2002-04-02 00:00:00.000,"352/146",,423.0
2002-10-01 00:00:00.000,"352/146",,522.0
2003-04-28 00:00:00.000,"352/146",,490.0
2004-04-12 00:00:00.000,"352/146",,421.0
2004-11-08 00:00:00.000,"352/146",,492.0
2007-04-09 00:00:00.000,"352/146",,480.0
2007-11-21 00:00:00.000,"352/146",,460.0
2008-04-17 00:00:00.000,"352/146",,470.0
2008-11-03 00:00:00.000,"352/146",,480.0
2009-04-29 00:00:00.000,"352/146",,480.0
2009-09-29 00:00:00.000,"352/146",,430.0
2012-12-03 11:40:00.000,"352/146",530.0,
2000-04-10 00:00:00.000,"352/188",,164.0
2000-10-30 00:00:00.000,"352/188",,120.0
2001-04-02 11:36:00.000,"352/188",,136.0
2002-04-02 00:00:00.000,"352/188",,125.0
2002-10-01 00:00:00.000,"352/188",,281.0
2004-11-08 00:00:00.000,"352/188",,191.0
2007-04-09 00:00:00.000,"352/188",,150.0
2007-11-21 00:00:00.000,"352/188",,150.0
2008-11-03 00:00:00.000,"352/188",,490.0
2009-04-28 00:00:00.000,"352/188",,160.0
2009-09-28 00:00:00.000,"352/188",,380.0
2015-10-12 00:00:00.000,"352/290",292.0,
2016-04-27 00:00:00.000,"352/290",179.0,
2016-10-17 00:00:00.000,"352/290",200.0,
2017-04-10 00:00:00.000,"352/290",570.0,
2018-10-15 00:00:00.000,"352/290",284.0,
2019-04-15 00:00:00.000,"352/290",280.0,
2019-10-28 00:00:00.000,"352/290",370.0,
2020-04-14 00:00:00.000,"352/290",507.0,
2020-10-19 00:00:00.000,"352/290",328.0,
2021-04-05 00:00:00.000,"352/290",511.0,
2021-10-18 00:00:00.000,"352/290",363.0,
2022-04-04 00:00:00.000,"352/290",329.0,
2022-10-17 00:00:00.000,"352/290",433.0,
2023-04-17 00:00:00.000,"352/290",291.0,
2023-10-16 00:00:00.000,"352/290",313.0,
2015-03-02 00:00:00.000,"352/291",376.0,
2015-09-14 00:00:00.000,"352/291",362.0,
